filepath,filename,pitch,string,fret,onset,offset
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_2_2.wav,BS_2_EQ_2_FS_VI_2_2.wav,B0,2,2,0.341,2.776
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_2_3.wav,BS_2_EQ_2_FS_VI_2_3.wav,C1,2,3,0.182,2.526
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_2_4.wav,BS_2_EQ_2_FS_VI_2_4.wav,C#1,2,4,0.114,2.389
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_2_5.wav,BS_2_EQ_2_FS_VI_2_5.wav,D1,2,5,0.091,2.344
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_2_6.wav,BS_2_EQ_2_FS_VI_2_6.wav,D#1,2,6,0.091,2.685
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_2_7.wav,BS_2_EQ_2_FS_VI_2_7.wav,E1,2,7,0.091,2.662
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_2_8.wav,BS_2_EQ_2_FS_VI_2_8.wav,F1,2,8,0.091,2.458
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_2_9.wav,BS_2_EQ_2_FS_VI_2_9.wav,F#1,2,9,0.046,3.004
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_1.wav,BS_2_EQ_2_FS_VI_3_1.wav,D#1,3,1,0.046,3.254
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_10.wav,BS_2_EQ_2_FS_VI_3_10.wav,C2,3,10,0.137,2.594
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_11.wav,BS_2_EQ_2_FS_VI_3_11.wav,C#2,3,11,0.091,2.549
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_12.wav,BS_2_EQ_2_FS_VI_3_12.wav,D2,3,12,0.319,2.276
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_2.wav,BS_2_EQ_2_FS_VI_3_2.wav,E1,3,2,0.046,2.867
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_3.wav,BS_2_EQ_2_FS_VI_3_3.wav,F1,3,3,0.046,2.48
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_4.wav,BS_2_EQ_2_FS_VI_3_4.wav,F#1,3,4,0.046,2.48
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_5.wav,BS_2_EQ_2_FS_VI_3_5.wav,G1,3,5,0.296,2.991
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_6.wav,BS_2_EQ_2_FS_VI_3_6.wav,G#1,3,6,0.137,2.412
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_7.wav,BS_2_EQ_2_FS_VI_3_7.wav,A1,3,7,0.25,2.753
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_8.wav,BS_2_EQ_2_FS_VI_3_8.wav,A#1,3,8,0.114,2.64
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_3_9.wav,BS_2_EQ_2_FS_VI_3_9.wav,B1,3,9,0.296,2.571
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_1.wav,BS_2_EQ_2_FS_VI_4_1.wav,G#1,4,1,1.001,3.664
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_10.wav,BS_2_EQ_2_FS_VI_4_10.wav,F2,4,10,0.25,3.049
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_11.wav,BS_2_EQ_2_FS_VI_4_11.wav,F#2,4,11,0.341,3.026
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_12.wav,BS_2_EQ_2_FS_VI_4_12.wav,G2,4,12,0.273,2.708
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_2.wav,BS_2_EQ_2_FS_VI_4_2.wav,A1,4,2,0.25,3.209
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_3.wav,BS_2_EQ_2_FS_VI_4_3.wav,A#1,4,3,0.273,3.391
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_4.wav,BS_2_EQ_2_FS_VI_4_4.wav,B1,4,4,0.046,3.186
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_5.wav,BS_2_EQ_2_FS_VI_4_5.wav,C2,4,5,0.319,3.231
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_6.wav,BS_2_EQ_2_FS_VI_4_6.wav,C#2,4,6,0.046,2.799
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_7.wav,BS_2_EQ_2_FS_VI_4_7.wav,D2,4,7,0.091,2.549
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_8.wav,BS_2_EQ_2_FS_VI_4_8.wav,D#2,4,8,0.046,2.913
IDMT-SMT-BASS/ES/VI/BS_2_EQ_2_FS_VI_4_9.wav,BS_2_EQ_2_FS_VI_4_9.wav,E2,4,9,0.25,3.209
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_1.wav,BS_2_EQ_3_FS_VI_1_1.wav,F0,1,1,0.159,2.435
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_10.wav,BS_2_EQ_3_FS_VI_1_10.wav,D1,1,10,0.046,2.617
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_11.wav,BS_2_EQ_3_FS_VI_1_11.wav,D#1,1,11,0.228,2.89
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_12.wav,BS_2_EQ_3_FS_VI_1_12.wav,E1,1,12,0.273,2.48
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_2.wav,BS_2_EQ_3_FS_VI_1_2.wav,F#0,1,2,0.091,2.662
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_3.wav,BS_2_EQ_3_FS_VI_1_3.wav,G0,1,3,0.046,3.254
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_4.wav,BS_2_EQ_3_FS_VI_1_4.wav,G#0,1,4,0.228,2.731
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_5.wav,BS_2_EQ_3_FS_VI_1_5.wav,A0,1,5,0.046,2.731
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_6.wav,BS_2_EQ_3_FS_VI_1_6.wav,A#0,1,6,0.205,2.617
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_7.wav,BS_2_EQ_3_FS_VI_1_7.wav,B0,1,7,0.091,2.867
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_8.wav,BS_2_EQ_3_FS_VI_1_8.wav,C1,1,8,0.205,2.435
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_1_9.wav,BS_2_EQ_3_FS_VI_1_9.wav,C#1,1,9,0.341,2.799
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_1.wav,BS_2_EQ_3_FS_VI_2_1.wav,A#0,2,1,0.046,2.64
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_10.wav,BS_2_EQ_3_FS_VI_2_10.wav,G1,2,10,0.273,2.64
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_11.wav,BS_2_EQ_3_FS_VI_2_11.wav,G#1,2,11,0.205,2.526
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_12.wav,BS_2_EQ_3_FS_VI_2_12.wav,A1,2,12,0.091,2.708
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_2.wav,BS_2_EQ_3_FS_VI_2_2.wav,B0,2,2,0.159,2.799
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_3.wav,BS_2_EQ_3_FS_VI_2_3.wav,C1,2,3,0.091,2.685
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_4.wav,BS_2_EQ_3_FS_VI_2_4.wav,C#1,2,4,0.182,2.935
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_5.wav,BS_2_EQ_3_FS_VI_2_5.wav,D1,2,5,0.091,2.458
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_6.wav,BS_2_EQ_3_FS_VI_2_6.wav,D#1,2,6,0.091,2.48
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_7.wav,BS_2_EQ_3_FS_VI_2_7.wav,E1,2,7,0.159,2.685
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_8.wav,BS_2_EQ_3_FS_VI_2_8.wav,F1,2,8,0.364,3.072
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_2_9.wav,BS_2_EQ_3_FS_VI_2_9.wav,F#1,2,9,0.046,2.776
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_1.wav,BS_2_EQ_3_FS_VI_3_1.wav,D#1,3,1,0.319,3.186
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_10.wav,BS_2_EQ_3_FS_VI_3_10.wav,C2,3,10,0.046,2.685
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_11.wav,BS_2_EQ_3_FS_VI_3_11.wav,C#2,3,11,0.091,2.753
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_12.wav,BS_2_EQ_3_FS_VI_3_12.wav,D2,3,12,0.137,2.594
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_2.wav,BS_2_EQ_3_FS_VI_3_2.wav,E1,3,2,0.114,2.253
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_3.wav,BS_2_EQ_3_FS_VI_3_3.wav,F1,3,3,0.046,2.503
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_4.wav,BS_2_EQ_3_FS_VI_3_4.wav,F#1,3,4,0.046,2.207
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_5.wav,BS_2_EQ_3_FS_VI_3_5.wav,G1,3,5,0.159,2.435
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_6.wav,BS_2_EQ_3_FS_VI_3_6.wav,G#1,3,6,0.046,2.458
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_7.wav,BS_2_EQ_3_FS_VI_3_7.wav,A1,3,7,0.205,2.822
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_8.wav,BS_2_EQ_3_FS_VI_3_8.wav,A#1,3,8,0.046,2.617
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_3_9.wav,BS_2_EQ_3_FS_VI_3_9.wav,B1,3,9,0.046,2.844
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_1.wav,BS_2_EQ_3_FS_VI_4_1.wav,G#1,4,1,0.41,2.549
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_10.wav,BS_2_EQ_3_FS_VI_4_10.wav,F2,4,10,0.046,2.367
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_11.wav,BS_2_EQ_3_FS_VI_4_11.wav,F#2,4,11,0.046,2.458
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_12.wav,BS_2_EQ_3_FS_VI_4_12.wav,G2,4,12,0.205,2.617
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_2.wav,BS_2_EQ_3_FS_VI_4_2.wav,A1,4,2,0.046,2.822
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_3.wav,BS_2_EQ_3_FS_VI_4_3.wav,A#1,4,3,0.296,2.822
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_4.wav,BS_2_EQ_3_FS_VI_4_4.wav,B1,4,4,0.25,2.844
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_5.wav,BS_2_EQ_3_FS_VI_4_5.wav,C2,4,5,0.046,2.367
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_6.wav,BS_2_EQ_3_FS_VI_4_6.wav,C#2,4,6,0.273,2.321
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_7.wav,BS_2_EQ_3_FS_VI_4_7.wav,D2,4,7,0.159,2.685
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_8.wav,BS_2_EQ_3_FS_VI_4_8.wav,D#2,4,8,0.046,2.389
IDMT-SMT-BASS/ES/VI/BS_2_EQ_3_FS_VI_4_9.wav,BS_2_EQ_3_FS_VI_4_9.wav,E2,4,9,0.319,2.298
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_1.wav,BS_3_EQ_1_FS_VI_1_1.wav,F0,1,1,0.046,2.367
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_10.wav,BS_3_EQ_1_FS_VI_1_10.wav,D1,1,10,0.137,2.617
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_11.wav,BS_3_EQ_1_FS_VI_1_11.wav,D#1,1,11,0.046,2.799
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_12.wav,BS_3_EQ_1_FS_VI_1_12.wav,E1,1,12,0.159,2.662
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_2.wav,BS_3_EQ_1_FS_VI_1_2.wav,F#0,1,2,0.205,2.412
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_3.wav,BS_3_EQ_1_FS_VI_1_3.wav,G0,1,3,0.455,2.844
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_4.wav,BS_3_EQ_1_FS_VI_1_4.wav,G#0,1,4,0.046,2.799
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_5.wav,BS_3_EQ_1_FS_VI_1_5.wav,A0,1,5,0.091,2.822
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_6.wav,BS_3_EQ_1_FS_VI_1_6.wav,A#0,1,6,0.137,2.708
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_7.wav,BS_3_EQ_1_FS_VI_1_7.wav,B0,1,7,0.296,2.23
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_8.wav,BS_3_EQ_1_FS_VI_1_8.wav,C1,1,8,0.091,2.462
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_1_9.wav,BS_3_EQ_1_FS_VI_1_9.wav,C#1,1,9,0.273,2.287
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_1.wav,BS_3_EQ_1_FS_VI_2_1.wav,A#0,2,1,0.046,3.118
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_10.wav,BS_3_EQ_1_FS_VI_2_10.wav,G1,2,10,0.046,2.526
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_11.wav,BS_3_EQ_1_FS_VI_2_11.wav,G#1,2,11,0.273,2.48
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_12.wav,BS_3_EQ_1_FS_VI_2_12.wav,A1,2,12,0.046,2.48
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_2.wav,BS_3_EQ_1_FS_VI_2_2.wav,B0,2,2,0.182,2.662
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_3.wav,BS_3_EQ_1_FS_VI_2_3.wav,C1,2,3,0.046,2.48
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_4.wav,BS_3_EQ_1_FS_VI_2_4.wav,C#1,2,4,0.387,2.662
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_5.wav,BS_3_EQ_1_FS_VI_2_5.wav,D1,2,5,0.046,2.185
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_6.wav,BS_3_EQ_1_FS_VI_2_6.wav,D#1,2,6,0.046,2.458
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_7.wav,BS_3_EQ_1_FS_VI_2_7.wav,E1,2,7,0.046,2.367
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_8.wav,BS_3_EQ_1_FS_VI_2_8.wav,F1,2,8,0.046,2.253
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_2_9.wav,BS_3_EQ_1_FS_VI_2_9.wav,F#1,2,9,0.046,2.708
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_1.wav,BS_3_EQ_1_FS_VI_3_1.wav,D#1,3,1,0.046,3.231
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_10.wav,BS_3_EQ_1_FS_VI_3_10.wav,C2,3,10,0.091,2.162
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_11.wav,BS_3_EQ_1_FS_VI_3_11.wav,C#2,3,11,0.091,2.935
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_12.wav,BS_3_EQ_1_FS_VI_3_12.wav,D2,3,12,0.046,2.071
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_2.wav,BS_3_EQ_1_FS_VI_3_2.wav,E1,3,2,0.046,2.822
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_3.wav,BS_3_EQ_1_FS_VI_3_3.wav,F1,3,3,0.046,2.685
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_4.wav,BS_3_EQ_1_FS_VI_3_4.wav,F#1,3,4,0.046,2.571
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_5.wav,BS_3_EQ_1_FS_VI_3_5.wav,G1,3,5,0.046,2.986
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_6.wav,BS_3_EQ_1_FS_VI_3_6.wav,G#1,3,6,0.046,2.48
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_7.wav,BS_3_EQ_1_FS_VI_3_7.wav,A1,3,7,0.046,3.004
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_8.wav,BS_3_EQ_1_FS_VI_3_8.wav,A#1,3,8,0.046,2.367
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_3_9.wav,BS_3_EQ_1_FS_VI_3_9.wav,B1,3,9,0.046,2.822
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_1.wav,BS_3_EQ_1_FS_VI_4_1.wav,G#1,4,1,0.091,3.004
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_10.wav,BS_3_EQ_1_FS_VI_4_10.wav,F2,4,10,0.137,2.503
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_11.wav,BS_3_EQ_1_FS_VI_4_11.wav,F#2,4,11,0.182,2.276
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_12.wav,BS_3_EQ_1_FS_VI_4_12.wav,G2,4,12,0.114,2.472
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_2.wav,BS_3_EQ_1_FS_VI_4_2.wav,A1,4,2,0.046,2.634
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_3.wav,BS_3_EQ_1_FS_VI_4_3.wav,A#1,4,3,0.046,2.617
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_4.wav,BS_3_EQ_1_FS_VI_4_4.wav,B1,4,4,0.046,2.822
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_5.wav,BS_3_EQ_1_FS_VI_4_5.wav,C2,4,5,0.228,2.503
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_6.wav,BS_3_EQ_1_FS_VI_4_6.wav,C#2,4,6,0.046,2.571
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_7.wav,BS_3_EQ_1_FS_VI_4_7.wav,D2,4,7,0.273,2.7
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_8.wav,BS_3_EQ_1_FS_VI_4_8.wav,D#2,4,8,0.046,2.367
IDMT-SMT-BASS/ES/VI/BS_3_EQ_1_FS_VI_4_9.wav,BS_3_EQ_1_FS_VI_4_9.wav,E2,4,9,0.046,2.919
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_1.wav,BS_3_EQ_2_FS_VI_1_1.wav,F0,1,1,0.114,2.48
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_10.wav,BS_3_EQ_2_FS_VI_1_10.wav,D1,1,10,0.091,2.458
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_11.wav,BS_3_EQ_2_FS_VI_1_11.wav,D#1,1,11,0.046,2.89
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_12.wav,BS_3_EQ_2_FS_VI_1_12.wav,E1,1,12,0.114,2.253
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_2.wav,BS_3_EQ_2_FS_VI_1_2.wav,F#0,1,2,0.159,2.435
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_3.wav,BS_3_EQ_2_FS_VI_1_3.wav,G0,1,3,0.319,3.095
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_4.wav,BS_3_EQ_2_FS_VI_1_4.wav,G#0,1,4,0.25,2.526
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_5.wav,BS_3_EQ_2_FS_VI_1_5.wav,A0,1,5,0.273,2.321
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_6.wav,BS_3_EQ_2_FS_VI_1_6.wav,A#0,1,6,0.046,2.685
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_7.wav,BS_3_EQ_2_FS_VI_1_7.wav,B0,1,7,0.205,2.517
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_8.wav,BS_3_EQ_2_FS_VI_1_8.wav,C1,1,8,0.091,2.367
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_1_9.wav,BS_3_EQ_2_FS_VI_1_9.wav,C#1,1,9,0.364,3.118
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_1.wav,BS_3_EQ_2_FS_VI_2_1.wav,A#0,2,1,0.046,3.026
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_10.wav,BS_3_EQ_2_FS_VI_2_10.wav,G1,2,10,0.319,2.412
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_11.wav,BS_3_EQ_2_FS_VI_2_11.wav,G#1,2,11,0.046,2.617
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_12.wav,BS_3_EQ_2_FS_VI_2_12.wav,A1,2,12,0.091,2.23
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_2.wav,BS_3_EQ_2_FS_VI_2_2.wav,B0,2,2,0.091,2.389
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_3.wav,BS_3_EQ_2_FS_VI_2_3.wav,C1,2,3,0.046,2.23
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_4.wav,BS_3_EQ_2_FS_VI_2_4.wav,C#1,2,4,0.046,2.793
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_5.wav,BS_3_EQ_2_FS_VI_2_5.wav,D1,2,5,0.137,2.23
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_6.wav,BS_3_EQ_2_FS_VI_2_6.wav,D#1,2,6,0.046,2.389
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_7.wav,BS_3_EQ_2_FS_VI_2_7.wav,E1,2,7,0.182,2.617
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_8.wav,BS_3_EQ_2_FS_VI_2_8.wav,F1,2,8,0.137,2.458
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_2_9.wav,BS_3_EQ_2_FS_VI_2_9.wav,F#1,2,9,0.046,2.48
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_1.wav,BS_3_EQ_2_FS_VI_3_1.wav,D#1,3,1,0.114,2.48
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_10.wav,BS_3_EQ_2_FS_VI_3_10.wav,C2,3,10,0.273,2.458
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_11.wav,BS_3_EQ_2_FS_VI_3_11.wav,C#2,3,11,0.137,2.298
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_12.wav,BS_3_EQ_2_FS_VI_3_12.wav,D2,3,12,0.114,2.344
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_2.wav,BS_3_EQ_2_FS_VI_3_2.wav,E1,3,2,0.341,2.728
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_3.wav,BS_3_EQ_2_FS_VI_3_3.wav,F1,3,3,0.091,2.628
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_4.wav,BS_3_EQ_2_FS_VI_3_4.wav,F#1,3,4,0.091,2.139
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_5.wav,BS_3_EQ_2_FS_VI_3_5.wav,G1,3,5,0.159,2.321
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_6.wav,BS_3_EQ_2_FS_VI_3_6.wav,G#1,3,6,0.046,2.685
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_7.wav,BS_3_EQ_2_FS_VI_3_7.wav,A1,3,7,0.159,2.458
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_8.wav,BS_3_EQ_2_FS_VI_3_8.wav,A#1,3,8,0.046,2.298
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_3_9.wav,BS_3_EQ_2_FS_VI_3_9.wav,B1,3,9,0.25,2.412
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_4_1.wav,BS_3_EQ_2_FS_VI_4_1.wav,G#1,4,1,0.068,2.162
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_4_10.wav,BS_3_EQ_2_FS_VI_4_10.wav,F2,4,10,0.25,2.685
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_4_11.wav,BS_3_EQ_2_FS_VI_4_11.wav,F#2,4,11,0.205,2.64
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_4_12.wav,BS_3_EQ_2_FS_VI_4_12.wav,G2,4,12,0.319,2.389
IDMT-SMT-BASS/ES/VI/BS_3_EQ_2_FS_VI_4_2.wav,BS_3_EQ_2_FS_VI_4_2.wav,A1,4,2,0.091,2.071
